post_id,account_id,account_type,follower_count,media_type,content_category,traffic_source,has_call_to_action,post_datetime,post_date,post_hour,day_of_week,likes,comments,shares,saves,reach,impressions,engagement_rate,followers_gained,caption_length,hashtags_count,performance_bucket_label
IG0010800,8,brand,15986,image,Lifestyle,Hashtags,0,2024-12-22 08:00:00,2024-12-22,8,Sunday,14,1,0,3,1321,1636,0.011,374,130,6,low
IG0010801,10,creator,4542,reel,Photography,Profile,1,2025-04-24 18:00:00,2025-04-24,18,Thursday,358,10,20,0,6713,8921,0.0435,502,125,5,high
IG0010802,8,creator,15986,image,Music,Reels Feed,0,2025-06-19 11:00:00,2025-06-19,11,Thursday,251,5,12,31,3350,4468,0.0669,265,135,6,viral
IG0010803,20,creator,31095,reel,Fashion,Home Feed,1,2025-10-04 11:00:00,2025-10-04,11,Saturday,140,1,4,12,2336,3586,0.0438,415,111,8,medium
IG0010804,8,creator,15986,image,Comedy,Profile,0,2025-02-13 02:00:00,2025-02-13,2,Thursday,383,16,19,65,5283,5962,0.081,400,111,6,viral
IG0010805,9,creator,6916,reel,Food,Explore,0,2024-12-01 20:00:00,2024-12-01,20,Sunday,55,3,2,12,2956,4085,0.0176,405,120,9,low
IG0010806,7,brand,3551,carousel,Food,Profile,0,2025-01-11 12:00:00,2025-01-11,12,Saturday,148,5,8,26,4181,5111,0.0366,425,133,10,medium
IG0010807,14,creator,3083,image,Travel,Hashtags,0,2025-06-06 03:00:00,2025-06-06,3,Friday,224,8,12,38,2951,3984,0.0708,828,111,12,viral
IG0010808,2,creator,22291,reel,Fitness,Reels Feed,0,2025-01-27 00:00:00,2025-01-27,0,Monday,143,0,6,25,5575,8571,0.0203,349,96,8,low
IG0010809,11,creator,9044,image,Travel,Hashtags,1,2025-05-25 00:00:00,2025-05-25,0,Sunday,438,13,28,65,11919,19001,0.0286,503,114,8,medium
IG0010810,8,creator,15986,image,Comedy,External,0,2025-07-23 20:00:00,2025-07-23,20,Wednesday,756,18,37,114,15137,19060,0.0485,171,122,9,high
IG0010811,13,creator,5824,reel,Photography,Home Feed,0,2025-11-15 03:00:00,2025-11-15,3,Saturday,83,2,7,17,1722,1959,0.0556,155,129,7,viral
IG0010812,15,creator,8167,reel,Technology,Profile,0,2025-01-22 23:00:00,2025-01-22,23,Wednesday,108,5,8,14,4325,4898,0.0276,152,132,6,medium
IG0010813,3,creator,10018,image,Beauty,Hashtags,0,2025-08-01 01:00:00,2025-08-01,1,Friday,140,5,5,22,2296,2644,0.0651,616,116,7,viral
IG0010814,14,creator,3083,image,Food,Reels Feed,0,2025-01-05 07:00:00,2025-01-05,7,Sunday,297,6,14,40,4470,5916,0.0603,819,126,3,viral
IG0010815,15,brand,8167,reel,Lifestyle,Reels Feed,1,2024-11-28 15:00:00,2024-11-28,15,Thursday,157,3,7,26,10014,13224,0.0146,667,123,8,low
IG0010816,2,brand,22291,reel,Photography,Hashtags,0,2025-09-03 21:00:00,2025-09-03,21,Wednesday,570,21,22,82,7898,10311,0.0674,219,137,5,viral
IG0010817,19,creator,3447,carousel,Lifestyle,External,1,2025-02-20 09:00:00,2025-02-20,9,Thursday,764,24,37,130,15418,23262,0.0411,867,138,5,medium
IG0010818,12,creator,13798,carousel,Fashion,Reels Feed,1,2025-10-15 08:00:00,2025-10-15,8,Wednesday,144,2,5,29,2186,2696,0.0668,487,109,3,viral
IG0010819,20,creator,31095,carousel,Lifestyle,Profile,1,2025-01-20 21:00:00,2025-01-20,21,Monday,0,6,7,31,5681,6260,0.007,674,141,9,medium
IG0010820,4,brand,4972,image,Food,Explore,0,2025-10-12 06:00:00,2025-10-12,6,Sunday,92,0,4,13,4416,5621,0.0194,252,111,4,low
IG0010821,3,creator,10018,reel,Food,External,0,2025-06-03 07:00:00,2025-06-03,7,Tuesday,342,5,19,44,4373,6342,0.0646,143,122,10,viral
IG0010822,5,creator,10739,carousel,Food,Profile,0,2025-04-13 16:00:00,2025-04-13,16,Sunday,126,3,5,0,3951,5872,0.0228,467,104,4,medium
IG0010823,3,creator,10018,reel,Photography,Profile,0,2025-11-08 10:00:00,2025-11-08,10,Saturday,82,5,7,12,1074,1409,0.0752,444,122,13,viral
IG0010824,15,creator,8167,reel,Photography,Profile,0,2025-07-19 10:00:00,2025-07-19,10,Saturday,35,0,3,0,2388,2651,0.0143,458,113,5,low
IG0010825,19,creator,3447,carousel,Beauty,Explore,1,2024-11-27 22:00:00,2024-11-27,22,Wednesday,120,2,7,17,1729,2387,0.0612,170,132,8,viral
IG0010826,2,creator,22291,image,Music,Hashtags,1,2024-11-28 14:00:00,2024-11-28,14,Thursday,194,0,11,31,5043,6110,0.0386,281,124,6,medium
IG0010827,12,creator,13798,carousel,Fitness,External,0,2025-01-18 06:00:00,2025-01-18,6,Saturday,298,12,12,42,4541,6616,0.055,111,113,13,high
IG0010828,5,brand,10739,carousel,Comedy,Explore,1,2025-09-20 02:00:00,2025-09-20,2,Saturday,235,7,13,25,3550,4734,0.0591,641,117,11,viral
IG0010829,17,creator,15923,carousel,Comedy,External,0,2025-05-27 22:00:00,2025-05-27,22,Tuesday,89,1,2,9,1193,1675,0.0603,977,111,3,viral
IG0010830,14,creator,3083,carousel,Fashion,External,0,2024-12-27 15:00:00,2024-12-27,15,Friday,375,10,19,49,14554,22736,0.0199,549,128,10,low
IG0010831,10,creator,4542,carousel,Travel,Hashtags,0,2025-09-20 15:00:00,2025-09-20,15,Saturday,58,1,2,11,4140,4881,0.0148,456,116,9,low
IG0010832,3,brand,10018,image,Beauty,Home Feed,1,2025-10-29 13:00:00,2025-10-29,13,Wednesday,278,15,22,45,11202,14853,0.0242,163,126,14,low
IG0010833,4,creator,4972,image,Music,Home Feed,0,2025-09-06 19:00:00,2025-09-06,19,Saturday,351,4,16,64,5266,7836,0.0555,941,128,8,viral
IG0010834,6,brand,10034,reel,Technology,Home Feed,0,2025-04-27 21:00:00,2025-04-27,21,Sunday,293,12,18,38,4390,6969,0.0518,103,119,6,high
IG0010835,16,creator,9696,image,Fashion,External,0,2025-04-27 17:00:00,2025-04-27,17,Sunday,105,5,5,0,1444,1748,0.0658,961,113,7,viral
IG0010836,7,creator,3551,image,Photography,Home Feed,1,2025-08-12 19:00:00,2025-08-12,19,Tuesday,175,0,7,23,2212,3144,0.0652,604,117,11,viral
IG0010837,15,brand,8167,reel,Music,Reels Feed,0,2025-09-03 09:00:00,2025-09-03,9,Wednesday,243,6,19,23,7294,9680,0.0301,812,126,3,medium
IG0010838,20,brand,31095,carousel,Food,Hashtags,1,2025-01-17 03:00:00,2025-01-17,3,Friday,642,14,44,103,9317,12764,0.0629,353,120,7,viral
IG0010839,11,brand,9044,reel,Photography,Profile,1,2025-04-18 13:00:00,2025-04-18,13,Friday,55,0,3,6,3066,4588,0.0139,979,131,5,low
IG0010840,1,creator,9461,image,Travel,Home Feed,0,2025-01-03 04:00:00,2025-01-03,4,Friday,130,3,5,23,4029,4435,0.0363,960,114,6,medium
IG0010841,5,creator,10739,carousel,Travel,Reels Feed,0,2025-03-09 05:00:00,2025-03-09,5,Sunday,93,1,4,16,2319,3580,0.0318,766,108,11,medium
IG0010842,13,creator,5824,carousel,Comedy,Explore,1,2025-04-16 03:00:00,2025-04-16,3,Wednesday,356,0,23,0,5816,9143,0.0415,652,128,6,high
IG0010843,14,brand,3083,image,Fitness,External,0,2025-10-07 10:00:00,2025-10-07,10,Tuesday,0,3,15,50,10783,15363,0.0044,648,111,8,low
IG0010844,9,brand,6916,image,Fitness,Hashtags,1,2025-08-03 21:00:00,2025-08-03,21,Sunday,32,1,2,5,1026,1580,0.0253,18,110,4,medium
IG0010845,17,creator,15923,carousel,Technology,Reels Feed,0,2025-07-27 11:00:00,2025-07-27,11,Sunday,291,9,16,40,4911,7401,0.0481,774,108,4,high
IG0010846,15,creator,8167,reel,Photography,Reels Feed,1,2025-01-03 19:00:00,2025-01-03,19,Friday,692,20,46,113,19980,31205,0.0279,247,112,10,medium
IG0010847,7,brand,3551,carousel,Photography,Home Feed,1,2025-05-03 10:00:00,2025-05-03,10,Saturday,393,15,16,49,5088,7761,0.0609,442,117,10,viral
IG0010848,12,creator,13798,reel,Travel,Profile,0,2025-07-03 06:00:00,2025-07-03,6,Thursday,129,4,9,22,7925,10581,0.0155,837,93,8,low
IG0010849,6,creator,10034,reel,Food,Explore,0,2024-12-29 10:00:00,2024-12-29,10,Sunday,15,0,0,4,638,811,0.0234,292,101,3,low
IG0010850,16,brand,9696,carousel,Food,Home Feed,1,2025-04-09 06:00:00,2025-04-09,6,Wednesday,181,11,10,24,3577,4371,0.0517,358,143,10,high
IG0010851,5,creator,10739,carousel,Lifestyle,Reels Feed,0,2025-09-10 23:00:00,2025-09-10,23,Wednesday,47,2,4,9,1435,1721,0.036,505,121,3,medium
IG0010852,9,creator,6916,carousel,Food,Hashtags,0,2025-03-10 01:00:00,2025-03-10,1,Monday,217,5,8,26,6298,7686,0.0333,605,133,8,medium
IG0010853,14,brand,3083,reel,Music,External,0,2025-05-25 00:00:00,2025-05-25,0,Sunday,199,4,9,19,3815,5008,0.0461,489,127,10,high
IG0010854,8,creator,15986,image,Fitness,Explore,0,2025-04-06 08:00:00,2025-04-06,8,Sunday,1994,46,78,317,26412,35498,0.0686,826,121,6,viral
IG0010855,14,creator,3083,image,Food,Profile,1,2025-05-14 13:00:00,2025-05-14,13,Wednesday,143,1,7,19,3342,5172,0.0329,116,116,8,medium
IG0010856,12,creator,13798,reel,Beauty,Explore,1,2025-07-14 19:00:00,2025-07-14,19,Monday,230,8,9,36,7587,11885,0.0238,820,116,11,medium
IG0010857,10,creator,4542,carousel,Photography,Explore,0,2025-03-20 03:00:00,2025-03-20,3,Thursday,130,1,4,32,3163,4384,0.0381,436,117,3,medium
IG0010858,20,creator,31095,reel,Food,Home Feed,0,2025-01-19 09:00:00,2025-01-19,9,Sunday,207,8,8,20,6226,9652,0.0252,280,113,8,medium
IG0010859,20,brand,31095,carousel,Lifestyle,Hashtags,1,2025-08-30 18:00:00,2025-08-30,18,Saturday,162,8,11,24,2471,3340,0.0614,7,116,8,viral
IG0010860,13,brand,5824,reel,Technology,Hashtags,0,2025-10-05 18:00:00,2025-10-05,18,Sunday,158,7,9,22,3431,4180,0.0469,751,134,10,high
IG0010861,19,creator,3447,carousel,Technology,Home Feed,1,2025-04-14 20:00:00,2025-04-14,20,Monday,33,0,2,4,3079,4738,0.0082,70,111,12,low
IG0010862,15,brand,8167,image,Travel,Profile,0,2025-06-23 20:00:00,2025-06-23,20,Monday,70,1,1,8,2146,3387,0.0236,505,124,7,low
IG0010863,8,creator,15986,carousel,Food,Home Feed,1,2025-02-13 19:00:00,2025-02-13,19,Thursday,93,4,3,9,3318,4844,0.0225,994,103,12,low
IG0010864,10,creator,4542,carousel,Photography,Explore,1,2025-08-25 20:00:00,2025-08-25,20,Monday,318,15,24,48,2396,3017,0.1342,690,136,12,high
IG0010865,3,creator,10018,reel,Photography,External,1,2025-09-24 02:00:00,2025-09-24,2,Wednesday,0,3,4,8,2730,3303,0.0045,439,120,10,medium
IG0010866,3,brand,10018,image,Fitness,Hashtags,1,2025-05-08 21:00:00,2025-05-08,21,Thursday,173,5,5,21,15762,19369,0.0105,522,116,12,low
IG0010867,5,brand,10739,carousel,Technology,Home Feed,1,2025-06-18 23:00:00,2025-06-18,23,Wednesday,391,19,18,57,8685,12263,0.0395,31,118,11,medium
IG0010868,16,creator,9696,image,Travel,Reels Feed,1,2025-06-30 21:00:00,2025-06-30,21,Monday,170,2,4,18,7963,10646,0.0182,51,98,4,low
IG0010869,17,creator,15923,carousel,Food,Hashtags,0,2025-10-18 22:00:00,2025-10-18,22,Saturday,283,0,21,47,5204,7374,0.0476,899,121,10,high
IG0010870,6,brand,10034,image,Technology,Hashtags,1,2025-01-01 07:00:00,2025-01-01,7,Wednesday,721,41,40,93,9249,10638,0.0841,26,128,10,viral
IG0010871,20,creator,31095,reel,Technology,Home Feed,0,2025-05-24 22:00:00,2025-05-24,22,Saturday,45,2,1,8,3419,4283,0.0131,552,113,10,low
IG0010872,20,brand,31095,reel,Photography,Home Feed,1,2024-11-23 14:00:00,2024-11-23,14,Saturday,158,4,7,23,2341,3458,0.0555,908,125,5,high
IG0010873,16,creator,9696,carousel,Food,Explore,1,2025-04-20 20:00:00,2025-04-20,20,Sunday,136,4,10,18,2362,3170,0.053,761,115,10,high
IG0010874,2,creator,22291,image,Fashion,Hashtags,1,2025-03-28 21:00:00,2025-03-28,21,Friday,70,6,3,9,4346,6465,0.0136,807,127,11,low
IG0010875,20,creator,31095,carousel,Food,External,0,2025-08-22 05:00:00,2025-08-22,5,Friday,631,19,43,98,12650,15492,0.0511,267,122,13,high
IG0010876,15,creator,8167,image,Music,Explore,0,2025-11-04 08:00:00,2025-11-04,8,Tuesday,279,7,12,39,6187,7435,0.0453,574,135,5,high
IG0010877,18,brand,7486,image,Technology,Hashtags,0,2025-06-17 20:00:00,2025-06-17,20,Tuesday,50,1,2,8,1581,2330,0.0262,629,133,11,medium
IG0010878,1,creator,9461,reel,Fitness,External,0,2025-09-11 03:00:00,2025-09-11,3,Thursday,86,1,4,13,4544,6300,0.0165,725,114,7,low
IG0010879,19,creator,3447,image,Fashion,Hashtags,1,2025-06-03 17:00:00,2025-06-03,17,Tuesday,256,13,9,43,14502,21927,0.0146,182,119,5,low
IG0010880,12,creator,13798,reel,Lifestyle,Explore,1,2025-07-08 15:00:00,2025-07-08,15,Tuesday,223,8,11,28,2991,3463,0.078,471,128,10,viral
IG0010881,8,creator,15986,carousel,Travel,Profile,1,2025-05-11 03:00:00,2025-05-11,3,Sunday,86,1,1,11,2184,2833,0.0349,939,118,8,medium
IG0010882,6,creator,10034,image,Food,Profile,0,2025-06-10 01:00:00,2025-06-10,1,Tuesday,58,0,5,10,1795,2160,0.0338,190,118,6,medium
IG0010883,12,creator,13798,image,Fitness,Profile,0,2025-03-27 22:00:00,2025-03-27,22,Thursday,361,11,21,54,6248,9826,0.0455,583,118,6,high
IG0010884,7,creator,3551,reel,Lifestyle,External,1,2025-08-27 21:00:00,2025-08-27,21,Wednesday,951,30,42,126,4421,6378,0.1802,963,119,6,viral
IG0010885,18,brand,7486,carousel,Lifestyle,Profile,0,2025-03-04 15:00:00,2025-03-04,15,Tuesday,36,0,3,6,3377,4582,0.0098,74,119,7,low
IG0010886,14,creator,3083,carousel,Technology,Home Feed,0,2024-12-14 05:00:00,2024-12-14,5,Saturday,338,12,13,69,4939,6631,0.0651,912,126,6,viral
IG0010887,8,creator,15986,reel,Music,External,1,2024-12-04 16:00:00,2024-12-04,16,Wednesday,78,0,3,11,1503,1989,0.0463,970,137,13,high
IG0010888,20,brand,31095,image,Technology,Home Feed,0,2025-06-02 02:00:00,2025-06-02,2,Monday,136,7,2,0,3905,4303,0.0337,372,113,9,medium
IG0010889,14,creator,3083,image,Travel,External,0,2025-11-07 12:00:00,2025-11-07,12,Friday,362,12,16,68,4695,7297,0.0628,86,127,7,viral
IG0010890,5,creator,10739,reel,Fashion,Hashtags,0,2025-08-28 01:00:00,2025-08-28,1,Thursday,575,18,29,69,7621,8729,0.0792,794,107,11,viral
IG0010891,9,creator,6916,reel,Photography,Reels Feed,1,2025-10-27 03:00:00,2025-10-27,3,Monday,243,9,14,31,3505,4875,0.0609,128,133,15,viral
IG0010892,8,creator,15986,reel,Beauty,Home Feed,0,2025-03-23 08:00:00,2025-03-23,8,Sunday,127,3,4,26,5552,7209,0.0222,222,111,13,low
IG0010893,2,creator,22291,carousel,Fashion,Profile,1,2025-01-14 23:00:00,2025-01-14,23,Tuesday,369,7,20,0,4838,7624,0.0519,795,116,7,viral
IG0010894,16,brand,9696,image,Travel,External,0,2025-03-26 16:00:00,2025-03-26,16,Wednesday,50,2,1,9,1457,1633,0.038,625,108,10,medium
IG0010895,13,brand,5824,carousel,Photography,Hashtags,0,2025-09-07 12:00:00,2025-09-07,12,Sunday,110,3,5,18,3470,4316,0.0315,527,96,8,medium
IG0010896,7,creator,3551,carousel,Lifestyle,Explore,0,2025-04-22 06:00:00,2025-04-22,6,Tuesday,1775,50,93,284,26550,29608,0.0744,938,105,7,viral
IG0010897,16,creator,9696,reel,Fashion,External,0,2025-01-26 13:00:00,2025-01-26,13,Sunday,823,21,36,113,10743,16178,0.0614,345,117,8,viral
IG0010898,7,creator,3551,carousel,Photography,Hashtags,0,2025-07-14 00:00:00,2025-07-14,0,Monday,549,15,36,87,14075,16794,0.0409,8,127,10,medium
IG0010899,14,creator,3083,reel,Food,Hashtags,0,2025-04-15 08:00:00,2025-04-15,8,Tuesday,147,9,5,19,4144,5993,0.03,394,121,9,medium
IG0010900,14,creator,3083,carousel,Technology,Profile,0,2025-01-14 12:00:00,2025-01-14,12,Tuesday,485,16,28,57,12515,13774,0.0425,386,124,7,medium
IG0010901,12,creator,13798,image,Beauty,Home Feed,1,2025-02-24 08:00:00,2025-02-24,8,Monday,165,5,11,17,3541,5032,0.0393,396,125,10,medium
IG0010902,1,brand,9461,carousel,Fitness,Reels Feed,0,2025-09-26 02:00:00,2025-09-26,2,Friday,340,10,21,52,4911,5677,0.0745,407,109,10,viral
IG0010903,1,creator,9461,carousel,Food,Explore,0,2025-10-20 17:00:00,2025-10-20,17,Monday,107,2,2,15,1856,2943,0.0428,782,113,10,high
IG0010904,12,creator,13798,image,Fashion,Home Feed,0,2025-01-05 23:00:00,2025-01-05,23,Sunday,96,2,5,14,5573,7974,0.0147,437,137,10,low
IG0010905,20,creator,31095,reel,Comedy,Explore,1,2025-03-26 21:00:00,2025-03-26,21,Wednesday,51,1,3,7,901,1394,0.0445,433,132,4,high
IG0010906,15,creator,8167,reel,Photography,Explore,1,2025-09-27 12:00:00,2025-09-27,12,Saturday,455,13,22,69,6485,8709,0.0642,302,103,6,viral
IG0010907,4,brand,4972,carousel,Lifestyle,Reels Feed,1,2025-01-15 15:00:00,2025-01-15,15,Wednesday,128,4,5,22,2108,2941,0.0541,741,115,9,high
IG0010908,7,brand,3551,carousel,Lifestyle,Home Feed,1,2025-01-08 14:00:00,2025-01-08,14,Wednesday,158,4,4,20,4738,5760,0.0323,678,116,6,medium
IG0010909,16,creator,9696,image,Comedy,Reels Feed,0,2025-08-22 18:00:00,2025-08-22,18,Friday,108,5,6,21,6106,6983,0.02,696,101,10,low
IG0010910,3,brand,10018,image,Fashion,External,0,2025-05-15 20:00:00,2025-05-15,20,Thursday,83,1,12,19,1420,1964,0.0586,28,127,6,viral
IG0010911,7,brand,3551,reel,Lifestyle,Profile,0,2025-10-26 09:00:00,2025-10-26,9,Sunday,274,8,19,55,5961,7400,0.0481,901,115,4,high
IG0010912,6,brand,10034,carousel,Music,Reels Feed,0,2025-05-25 08:00:00,2025-05-25,8,Sunday,116,1,4,21,5933,8199,0.0173,828,108,5,low
IG0010913,16,creator,9696,carousel,Lifestyle,Hashtags,0,2025-01-31 11:00:00,2025-01-31,11,Friday,366,10,24,56,5768,7882,0.0579,632,118,3,viral
IG0010914,8,creator,15986,image,Beauty,Explore,0,2025-08-08 07:00:00,2025-08-08,7,Friday,568,15,35,74,7485,8636,0.0801,663,127,10,viral
IG0010915,6,creator,10034,carousel,Music,External,1,2025-09-27 09:00:00,2025-09-27,9,Saturday,20,1,2,5,771,1104,0.0254,796,125,8,low
IG0010916,10,creator,4542,reel,Travel,External,1,2025-11-03 01:00:00,2025-11-03,1,Monday,269,9,15,34,4497,5309,0.0616,596,140,4,viral
IG0010917,16,brand,9696,carousel,Travel,Reels Feed,0,2025-06-11 14:00:00,2025-06-11,14,Wednesday,126,4,5,28,4715,6271,0.026,842,131,7,medium
IG0010918,11,creator,9044,carousel,Photography,Hashtags,0,2025-07-18 19:00:00,2025-07-18,19,Friday,144,0,12,15,1887,2288,0.0747,927,116,7,viral
IG0010919,13,brand,5824,reel,Music,Hashtags,1,2025-01-31 15:00:00,2025-01-31,15,Friday,181,4,11,32,3013,3874,0.0589,101,118,5,high
IG0010920,6,creator,10034,reel,Food,Reels Feed,0,2025-06-23 09:00:00,2025-06-23,9,Monday,88,4,7,6,4114,4815,0.0218,19,131,7,low
IG0010921,1,creator,9461,image,Photography,Home Feed,0,2025-03-22 12:00:00,2025-03-22,12,Saturday,26,2,0,2,1483,1657,0.0181,395,119,7,low
IG0010922,19,creator,3447,reel,Food,Reels Feed,1,2025-10-28 10:00:00,2025-10-28,10,Tuesday,209,8,11,31,8846,9825,0.0264,827,108,5,medium
IG0010923,12,creator,13798,carousel,Beauty,Profile,1,2025-06-17 15:00:00,2025-06-17,15,Tuesday,335,8,18,39,17707,25323,0.0158,567,132,9,low
IG0010924,6,creator,10034,image,Technology,Profile,1,2025-07-27 13:00:00,2025-07-27,13,Sunday,46,0,3,3,1673,2150,0.0242,487,122,9,low
IG0010925,18,brand,7486,reel,Fashion,Reels Feed,1,2025-08-13 07:00:00,2025-08-13,7,Wednesday,132,5,8,21,3321,5161,0.0322,213,105,12,medium
IG0010926,13,creator,5824,carousel,Music,Reels Feed,0,2025-05-26 18:00:00,2025-05-26,18,Monday,497,11,31,76,13559,17595,0.035,370,142,9,medium
IG0010927,7,creator,3551,carousel,Comedy,Explore,1,2024-11-25 01:00:00,2024-11-25,1,Monday,217,10,8,33,2759,3200,0.0838,204,103,6,viral
IG0010928,13,brand,5824,carousel,Fitness,Reels Feed,0,2025-08-17 03:00:00,2025-08-17,3,Sunday,212,6,9,43,3067,4862,0.0555,846,118,7,high
IG0010929,8,creator,15986,reel,Fashion,Profile,1,2025-10-25 17:00:00,2025-10-25,17,Saturday,109,5,6,11,2146,2639,0.0496,839,107,12,high
IG0010930,17,creator,15923,carousel,Beauty,Profile,1,2024-12-23 15:00:00,2024-12-23,15,Monday,174,7,11,29,8688,10879,0.0203,760,121,6,low
IG0010931,9,creator,6916,image,Music,Home Feed,1,2025-02-01 06:00:00,2025-02-01,6,Saturday,68,5,5,8,1577,2428,0.0354,380,129,4,medium
IG0010932,20,creator,31095,carousel,Travel,Home Feed,0,2025-11-02 09:00:00,2025-11-02,9,Sunday,161,0,9,21,2576,3939,0.0485,24,121,10,high
IG0010933,13,creator,5824,reel,Fashion,External,0,2025-07-24 05:00:00,2025-07-24,5,Thursday,73,3,1,12,2535,3970,0.0224,844,125,12,low
IG0010934,2,brand,22291,image,Food,External,0,2024-12-01 00:00:00,2024-12-01,0,Sunday,417,14,17,70,6150,9396,0.0551,166,118,6,high
IG0010935,4,brand,4972,image,Comedy,Hashtags,0,2025-09-18 17:00:00,2025-09-18,17,Thursday,335,9,17,52,6646,7680,0.0538,302,121,5,high
IG0010936,2,brand,22291,image,Fashion,Hashtags,0,2025-02-10 13:00:00,2025-02-10,13,Monday,35,1,2,7,3441,4766,0.0094,842,126,9,low
IG0010937,4,creator,4972,carousel,Fitness,Profile,0,2025-03-14 23:00:00,2025-03-14,23,Friday,93,3,7,9,8600,12558,0.0089,151,137,13,low
IG0010938,18,brand,7486,carousel,Beauty,Profile,0,2024-11-25 09:00:00,2024-11-25,9,Monday,250,7,16,41,5082,6281,0.05,725,116,8,high
IG0010939,5,creator,10739,image,Beauty,Home Feed,0,2025-04-23 23:00:00,2025-04-23,23,Wednesday,146,4,6,25,7556,10498,0.0172,819,112,8,low
IG0010940,19,creator,3447,reel,Photography,Reels Feed,0,2025-05-03 12:00:00,2025-05-03,12,Saturday,135,0,12,15,1847,2378,0.0681,16,117,6,medium
IG0010941,10,creator,4542,image,Beauty,Reels Feed,0,2025-06-23 05:00:00,2025-06-23,5,Monday,1413,53,71,214,18891,23203,0.0755,955,106,7,viral
IG0010942,18,brand,7486,image,Photography,Home Feed,1,2025-08-02 09:00:00,2025-08-02,9,Saturday,373,12,17,52,8008,11956,0.038,261,109,8,medium
IG0010943,10,creator,4542,image,Beauty,Profile,1,2025-03-15 22:00:00,2025-03-15,22,Saturday,125,5,5,31,6968,9459,0.0175,684,107,15,low
IG0010944,5,creator,10739,image,Fitness,Hashtags,0,2025-03-21 01:00:00,2025-03-21,1,Friday,423,12,19,53,6113,9553,0.0531,36,135,8,high
IG0010945,17,creator,15923,reel,Beauty,External,1,2025-09-14 00:00:00,2025-09-14,0,Sunday,72,2,0,6,1718,1921,0.0416,988,114,4,high
IG0010946,13,creator,5824,carousel,Comedy,Profile,0,2025-09-24 05:00:00,2025-09-24,5,Wednesday,207,4,8,41,8305,9818,0.0265,603,142,6,low
IG0010947,17,creator,15923,reel,Technology,Profile,1,2025-03-15 18:00:00,2025-03-15,18,Saturday,118,5,6,10,3016,3698,0.0376,635,113,7,medium
IG0010948,9,creator,6916,carousel,Travel,Explore,0,2025-10-30 16:00:00,2025-10-30,16,Thursday,1066,30,39,164,15619,21236,0.0612,484,122,3,viral
IG0010949,12,creator,13798,carousel,Comedy,Reels Feed,0,2025-01-02 00:00:00,2025-01-02,0,Thursday,83,3,2,14,1287,1730,0.059,90,111,10,high
IG0010950,14,creator,3083,image,Beauty,Profile,0,2025-08-17 14:00:00,2025-08-17,14,Sunday,135,2,3,0,3245,5179,0.027,56,128,8,medium
IG0010951,14,creator,3083,image,Music,Profile,1,2025-06-07 13:00:00,2025-06-07,13,Saturday,124,1,0,17,8308,10599,0.0134,277,137,10,low
IG0010952,8,creator,15986,carousel,Food,Explore,1,2025-02-04 02:00:00,2025-02-04,2,Tuesday,384,15,15,64,5167,6736,0.071,300,124,7,viral
IG0010953,5,brand,10739,image,Technology,Reels Feed,1,2025-08-04 09:00:00,2025-08-04,9,Monday,140,4,5,25,3285,4337,0.0401,48,107,8,high
IG0010954,19,creator,3447,carousel,Travel,Hashtags,1,2025-06-18 06:00:00,2025-06-18,6,Wednesday,71,1,4,9,3960,6023,0.0141,385,129,7,low
IG0010955,14,creator,3083,reel,Food,Explore,1,2025-10-10 17:00:00,2025-10-10,17,Friday,947,35,41,151,14867,20588,0.057,816,100,10,viral
IG0010956,9,creator,6916,image,Comedy,Home Feed,1,2025-08-17 03:00:00,2025-08-17,3,Sunday,423,7,21,67,13158,15527,0.0334,854,114,9,medium
IG0010957,7,creator,3551,carousel,Fitness,External,0,2025-02-26 19:00:00,2025-02-26,19,Wednesday,292,8,12,43,5553,8706,0.0408,457,121,11,high
IG0010958,8,creator,15986,image,Fitness,Explore,0,2025-04-28 11:00:00,2025-04-28,11,Monday,986,25,54,134,22511,31513,0.038,801,121,7,medium
IG0010959,14,creator,3083,image,Food,Reels Feed,1,2025-03-19 21:00:00,2025-03-19,21,Wednesday,49,1,2,5,4481,5240,0.0109,78,96,5,low
IG0010960,14,creator,3083,carousel,Music,Explore,0,2024-12-09 06:00:00,2024-12-09,6,Monday,352,7,22,48,5125,8139,0.0527,213,120,7,high
IG0010961,11,creator,9044,image,Food,Home Feed,1,2025-05-22 13:00:00,2025-05-22,13,Thursday,512,15,27,88,19094,26477,0.0242,542,129,6,low
IG0010962,14,brand,3083,image,Comedy,Reels Feed,0,2024-12-15 01:00:00,2024-12-15,1,Sunday,92,4,2,14,2170,2633,0.0425,770,122,6,high
IG0010963,8,creator,15986,image,Food,Reels Feed,0,2025-10-16 16:00:00,2025-10-16,16,Thursday,877,26,48,108,15796,21991,0.0482,74,119,4,high
IG0010964,3,creator,10018,carousel,Travel,Hashtags,0,2025-01-09 05:00:00,2025-01-09,5,Thursday,106,5,7,17,2221,2528,0.0534,410,121,10,high
IG0010965,18,creator,7486,image,Music,Profile,0,2025-01-26 18:00:00,2025-01-26,18,Sunday,292,7,12,43,5341,8501,0.0416,801,124,9,high
IG0010966,3,brand,10018,image,Lifestyle,Home Feed,1,2024-12-21 05:00:00,2024-12-21,5,Saturday,168,5,6,23,4307,4882,0.0414,354,127,9,medium
